timestamp,TDS,turbidity,temperature,pH,status,cause
2025-01-01 15:50:00,232.03,4.14,25.19,7.51,Safe,
2025-01-01 16:00:00,331.87,5.09,22.08,7.29,Safe,
2025-01-01 16:10:00,284.61,7.76,37.85,6.96,Safe,
2025-01-01 16:20:00,315.42,9.82,36.09,7.14,Safe,
2025-01-01 16:30:00,564.3720237534368,15.487861075184735,52.80506969121125,6.780332253138839,Danger,High Temp
2025-01-01 16:40:00,418.94,6.32,36.67,6.91,Safe,
2025-01-01 16:50:00,574.56,11.97,40.34,7.1,Safe,"Turbidity Warning, Temp Warning"
2025-01-01 17:00:00,607.7,3.5,42.0,6.91,Safe,"TDS Warning, Temp Warning"
2025-01-01 17:10:00,465.64,15.0,38.9,6.65,Warning,Turbidity Warning
2025-01-01 17:20:00,532.33,10.57,37.46,6.98,Safe,Turbidity Warning
2025-01-01 17:30:00,490.11,9.54,42.81,6.49,Warning,Temp Warning
2025-01-01 17:40:00,354.27,14.34,29.06,7.05,Safe,Turbidity Warning
2025-01-01 17:50:00,397.61,10.35,28.45,7.26,Safe,Turbidity Warning
2025-01-01 18:00:00,637.76,12.6,46.4,6.79,Warning,"TDS Warning, Turbidity Warning, Temp Warning"
2025-01-01 18:10:00,580.9275381110015,14.877007245180836,53.0304130862526,6.781782027513729,Danger,High Temp
2025-01-01 18:20:00,452.08,13.41,35.43,6.64,Safe,Turbidity Warning
2025-01-01 18:30:00,330.14,0.0,27.02,7.2,Safe,
2025-01-01 18:40:00,730.84,6.88,36.4,6.99,Safe,TDS Warning
2025-01-01 18:50:00,452.24,4.85,32.4,7.44,Safe,
2025-01-01 19:00:00,394.08,6.99,29.82,7.25,Safe,
2025-01-01 19:10:00,408.75,10.94,39.12,6.46,Safe,Turbidity Warning
2025-01-01 19:20:00,658.78,19.12,40.62,6.93,Warning,"TDS Warning, Turbidity Warning, Temp Warning"
2025-01-01 19:30:00,693.69,16.02,46.9,6.55,Warning,"TDS Warning, Turbidity Warning, Temp Warning"
2025-01-01 19:40:00,533.09,12.38,30.64,6.81,Safe,Turbidity Warning
2025-01-01 19:50:00,417.56,15.39,33.44,4.7,Danger,Abnormal pH
2025-01-01 20:00:00,415.4,0.8,28.06,7.11,Safe,
2025-01-01 20:10:00,443.61,15.25,39.51,6.99,Warning,Turbidity Warning
2025-01-01 20:20:00,593.7,12.34,39.44,6.89,Safe,Turbidity Warning
2025-01-01 20:30:00,340.88,18.3,32.69,7.03,Warning,Turbidity Warning
2025-01-01 20:40:00,634.14,6.84,34.54,7.02,Safe,TDS Warning
2025-01-01 20:50:00,408.93,12.62,31.72,7.58,Safe,Turbidity Warning
2025-01-01 21:00:00,655.86,11.59,43.47,7.4,Warning,"TDS Warning, Turbidity Warning, Temp Warning"
2025-01-01 21:10:00,544.07,7.34,37.67,6.75,Safe,
2025-01-01 21:20:00,772.03,16.03,41.18,7.4,Warning,"TDS Warning, Turbidity Warning, Temp Warning"
2025-01-01 21:30:00,711.9937328802584,19.3474771746924,54.37570789818373,6.357725908322798,Danger,High Temp
2025-01-01 21:40:00,465.79,8.56,42.13,6.66,Warning,Temp Warning
2025-01-01 21:50:00,584.69,15.81,34.48,7.27,Warning,Turbidity Warning
2025-01-01 22:00:00,567.72,4.91,32.01,7.08,Safe,
2025-01-01 22:10:00,361.0,6.51,30.3,7.13,Safe,
2025-01-01 22:20:00,418.77,13.22,39.93,6.83,Safe,Turbidity Warning
2025-01-01 22:30:00,209.12,9.61,23.27,7.22,Safe,
2025-01-01 22:40:00,133.24,0.78,27.08,7.86,Safe,
2025-01-01 22:50:00,526.84,16.05,40.66,6.54,Warning,"Turbidity Warning, Temp Warning"
2025-01-01 23:00:00,619.11,16.8,43.77,6.76,Warning,"TDS Warning, Turbidity Warning, Temp Warning"
2025-01-01 23:10:00,670.7016834249711,17.078166037114585,54.35610979423653,6.647845749764944,Danger,High Temp
2025-01-01 23:20:00,448.67,8.64,36.73,6.76,Safe,
2025-01-01 23:30:00,381.02,0.29,26.6,7.31,Safe,
2025-01-01 23:40:00,673.8,14.8,39.31,6.86,Safe,"TDS Warning, Turbidity Warning"
2025-01-01 23:50:00,297.61,16.2,28.67,7.04,Warning,Turbidity Warning
2025-01-02 00:00:00,370.45,11.47,37.73,6.91,Safe,Turbidity Warning
2025-01-02 00:10:00,591.19,8.09,35.26,6.49,Safe,
2025-01-02 00:20:00,582.18,11.38,41.24,7.16,Safe,"Turbidity Warning, Temp Warning"
2025-01-02 00:30:00,390.94,2.22,33.24,6.84,Safe,
2025-01-02 00:40:00,360.37,9.93,33.95,7.12,Safe,
2025-01-02 00:50:00,611.1293206083311,22.687576367748854,52.98005794185095,6.486929813039663,Danger,High Temp
2025-01-02 01:00:00,523.79,13.63,25.41,7.47,Safe,Turbidity Warning
2025-01-02 01:10:00,575.71,18.42,44.45,6.65,Warning,"Turbidity Warning, Temp Warning"
2025-01-02 01:20:00,376.23,5.48,32.9,7.64,Safe,
2025-01-02 01:30:00,444.43,6.72,33.9,7.36,Safe,
2025-01-02 01:40:00,365.75,10.45,34.63,7.31,Safe,Turbidity Warning
2025-01-02 01:50:00,675.75,15.08,36.86,6.81,Warning,"TDS Warning, Turbidity Warning"
2025-01-02 02:00:00,411.93,11.53,36.58,6.85,Safe,Turbidity Warning
2025-01-02 02:10:00,611.44,1.87,25.78,7.22,Safe,TDS Warning
2025-01-02 02:20:00,398.21,15.73,43.29,6.67,Warning,"Turbidity Warning, Temp Warning"
2025-01-02 02:30:00,566.8769672104827,27.05166476150987,52.30961681619242,6.4680518433844885,Danger,High Temp
2025-01-02 02:40:00,477.86,12.74,35.84,6.76,Safe,Turbidity Warning
2025-01-02 02:50:00,491.21,4.61,37.87,6.72,Safe,
2025-01-02 03:00:00,359.14,6.23,32.21,6.74,Safe,
2025-01-02 03:10:00,572.34,13.15,32.94,6.96,Safe,Turbidity Warning
2025-01-02 03:20:00,455.16,9.18,31.0,7.11,Safe,
2025-01-02 03:30:00,458.16,4.66,38.12,7.17,Safe,
2025-01-02 03:40:00,443.91,12.24,39.98,6.84,Safe,Turbidity Warning
2025-01-02 03:50:00,409.26,10.51,33.7,7.03,Safe,Turbidity Warning
2025-01-02 04:00:00,379.5,15.2,35.86,6.57,Warning,Turbidity Warning
2025-01-02 04:10:00,865.74,22.77,35.27,4.38,Danger,Abnormal pH
2025-01-02 04:20:00,386.0,13.48,38.59,6.8,Safe,Turbidity Warning
2025-01-02 04:30:00,608.6,7.61,40.75,7.09,Safe,"TDS Warning, Temp Warning"
2025-01-02 04:40:00,528.77,10.56,37.6,6.32,Safe,Turbidity Warning
2025-01-02 04:50:00,578.97,14.97,49.88,6.44,Warning,"Turbidity Warning, Temp Warning"
2025-01-02 05:00:00,574.04,6.7,32.32,7.38,Safe,
2025-01-02 05:10:00,288.79,8.37,34.1,6.98,Safe,
2025-01-02 05:20:00,490.8,5.96,28.27,7.04,Safe,
2025-01-02 05:30:00,138.97,5.55,28.06,7.38,Safe,
2025-01-02 05:40:00,688.89,13.97,28.47,7.04,Safe,"TDS Warning, Turbidity Warning"
2025-01-02 05:50:00,784.7713324553075,16.264174813009447,55.22132029918488,6.453844738213227,Danger,High Temp
2025-01-02 06:00:00,514.73,11.72,38.02,7.26,Safe,Turbidity Warning
2025-01-02 06:10:00,593.89,7.26,40.18,6.89,Safe,Temp Warning
2025-01-02 06:20:00,578.84,4.16,38.62,7.46,Safe,
2025-01-02 06:30:00,438.67,12.4,34.35,7.08,Safe,Turbidity Warning
2025-01-02 06:40:00,628.33,9.15,45.1,6.89,Warning,"TDS Warning, Temp Warning"
2025-01-02 06:50:00,512.1,3.72,27.38,7.13,Safe,
2025-01-02 07:00:00,513.37,13.41,34.62,6.9,Safe,Turbidity Warning
2025-01-02 07:10:00,659.92,3.9,45.87,7.29,Warning,"TDS Warning, Temp Warning"
2025-01-02 07:20:00,477.34,5.79,27.34,7.08,Safe,
2025-01-02 07:30:00,579.808708940727,16.579932049511946,52.9747074766868,6.692849623866667,Danger,High Temp
2025-01-02 07:40:00,343.74,8.79,34.02,7.24,Safe,
2025-01-02 07:50:00,100.0,0.0,17.16,7.46,Safe,
2025-01-02 08:00:00,398.93,8.66,45.5,6.85,Warning,Temp Warning
2025-01-02 08:10:00,375.25,17.56,50.43,6.59,Warning,High Temp
2025-01-02 08:20:00,346.22,10.47,38.0,7.17,Safe,Turbidity Warning
2025-01-02 08:30:00,621.7,18.98,51.53,6.53,Warning,High Temp
2025-01-02 08:40:00,531.25,0.0,30.17,6.93,Safe,
2025-01-02 08:50:00,407.14,1.66,30.25,7.38,Safe,
2025-01-02 09:00:00,593.28,15.85,36.25,6.85,Warning,Turbidity Warning
2025-01-02 09:10:00,643.6986487472943,15.747664401890242,54.17251538039694,6.754185377617168,Danger,High Temp
2025-01-02 09:20:00,300.79,5.33,36.76,7.19,Safe,
2025-01-02 09:30:00,422.6,2.4,26.38,7.24,Safe,
2025-01-02 09:40:00,497.56,8.2,36.78,6.62,Safe,
2025-01-02 09:50:00,350.74,11.9,36.55,6.82,Safe,Turbidity Warning
2025-01-02 10:00:00,489.15,12.82,47.51,6.89,Warning,"Turbidity Warning, Temp Warning"
2025-01-02 10:10:00,529.01,14.37,43.06,6.78,Warning,"Turbidity Warning, Temp Warning"
2025-01-02 10:20:00,560.31,12.9,38.63,6.67,Safe,Turbidity Warning
2025-01-02 10:30:00,386.63,3.36,30.87,7.12,Safe,
2025-01-02 10:40:00,553.52,4.88,22.37,7.35,Safe,
2025-01-02 10:50:00,646.5393227952549,18.75864920466823,53.54024683958139,6.517768985863789,Danger,High Temp
2025-01-02 11:00:00,208.69,8.26,33.84,7.08,Safe,
2025-01-02 11:10:00,250.05,4.53,31.06,7.07,Safe,
2025-01-02 11:20:00,629.72,11.99,41.18,6.68,Safe,"TDS Warning, Turbidity Warning, Temp Warning"
2025-01-02 11:30:00,540.08,6.82,32.6,7.17,Safe,
2025-01-02 11:40:00,420.84,4.5,31.21,7.24,Safe,
2025-01-02 11:50:00,486.0,4.1,40.25,7.04,Safe,Temp Warning
2025-01-02 12:00:00,392.63,14.8,30.55,6.98,Safe,Turbidity Warning
2025-01-02 12:10:00,306.76,6.56,27.28,7.18,Safe,
2025-01-02 12:20:00,325.56,12.93,29.71,6.89,Safe,Turbidity Warning
2025-01-02 12:30:00,1291.12,44.02,56.96,7.06,Danger,"High TDS, High Turbidity, High Temp"
2025-01-02 12:40:00,281.62,12.9,35.19,7.14,Safe,Turbidity Warning
2025-01-02 12:50:00,444.04,12.28,37.61,7.04,Safe,Turbidity Warning
2025-01-02 13:00:00,479.26,8.06,41.06,6.62,Safe,Temp Warning
2025-01-02 13:10:00,380.96,0.29,29.06,7.34,Safe,
2025-01-02 13:20:00,411.01,11.83,38.96,6.89,Safe,Turbidity Warning
2025-01-02 13:30:00,635.31,9.6,27.64,7.12,Safe,TDS Warning
2025-01-02 13:40:00,423.2,16.35,42.5,7.1,Warning,"Turbidity Warning, Temp Warning"
2025-01-02 13:50:00,445.7,13.92,34.88,6.7,Safe,Turbidity Warning
2025-01-02 14:00:00,605.81,6.67,30.59,7.13,Safe,TDS Warning
2025-01-02 14:10:00,1095.54,33.51,43.75,4.79,Danger,"High TDS, High Turbidity, Abnormal pH"
2025-01-02 14:20:00,440.55,9.24,33.69,7.23,Safe,
2025-01-02 14:30:00,341.54,8.66,34.89,6.74,Safe,
2025-01-02 14:40:00,359.86,14.87,39.4,7.02,Safe,Turbidity Warning
2025-01-02 14:50:00,468.15,6.67,36.12,7.01,Safe,
2025-01-02 15:00:00,656.94,9.26,40.68,6.89,Safe,"TDS Warning, Temp Warning"
2025-01-02 15:10:00,475.81,10.49,48.66,6.74,Warning,"Turbidity Warning, Temp Warning"
2025-01-02 15:20:00,385.36,5.56,33.35,7.23,Safe,
2025-01-02 15:30:00,182.8,8.08,34.17,7.27,Safe,
2025-01-02 15:40:00,100.0,4.11,32.59,7.02,Safe,
2025-01-02 15:50:00,619.0465746701653,21.80820771640096,53.46264130514476,6.595259970978814,Danger,High Temp
2025-01-02 16:00:00,430.82,4.5,28.97,7.34,Safe,
2025-01-02 16:10:00,383.19,0.0,26.25,7.21,Safe,
2025-01-02 16:20:00,268.71,2.4,25.94,7.15,Safe,
2025-01-02 16:30:00,241.32,9.7,33.51,7.23,Safe,
2025-01-02 16:40:00,483.23,16.61,40.11,7.09,Warning,"Turbidity Warning, Temp Warning"
2025-01-02 16:50:00,211.19,6.55,38.15,6.87,Safe,
2025-01-02 17:00:00,300.31,9.82,41.24,7.01,Safe,Temp Warning
2025-01-02 17:10:00,563.07,2.54,35.41,7.15,Safe,
2025-01-02 17:20:00,505.56,9.61,30.7,7.3,Safe,
2025-01-02 17:30:00,585.8005563596415,16.3408547952893,52.996797637473286,6.7118579866166845,Danger,High Temp
2025-01-02 17:40:00,479.77,7.3,33.51,7.16,Safe,
2025-01-02 17:50:00,657.98,10.44,38.13,7.06,Safe,"TDS Warning, Turbidity Warning"
2025-01-02 18:00:00,496.26,9.07,30.95,6.77,Safe,
2025-01-02 18:10:00,327.48,11.96,29.83,6.86,Safe,Turbidity Warning
2025-01-02 18:20:00,588.84,7.27,39.0,7.07,Safe,
2025-01-02 18:30:00,243.27,14.11,31.78,7.03,Safe,Turbidity Warning
2025-01-02 18:40:00,531.88,6.73,34.5,7.69,Safe,
2025-01-02 18:50:00,447.15,9.75,39.8,6.42,Safe,
2025-01-02 19:00:00,415.13,4.18,28.65,7.26,Safe,
2025-01-02 19:10:00,1125.98,41.77,44.43,7.16,Danger,"High TDS, High Turbidity"
2025-01-02 19:20:00,448.54,14.41,39.75,6.59,Safe,Turbidity Warning
2025-01-02 19:30:00,277.88,8.33,27.31,7.79,Safe,
2025-01-02 19:40:00,404.77,6.96,29.04,6.87,Safe,
2025-01-02 19:50:00,356.5,5.98,36.89,7.06,Safe,
2025-01-02 20:00:00,438.46,12.1,37.0,7.18,Safe,Turbidity Warning
2025-01-02 20:10:00,372.09,7.83,33.09,6.93,Safe,
2025-01-02 20:20:00,185.09,8.43,36.5,6.98,Safe,
2025-01-02 20:30:00,740.39,3.42,44.22,6.9,Warning,"TDS Warning, Temp Warning"
2025-01-02 20:40:00,215.09,8.91,29.04,7.26,Safe,
2025-01-02 20:50:00,410.12,9.57,48.22,4.33,Danger,Abnormal pH
2025-01-02 21:00:00,546.37,5.5,30.82,7.34,Safe,
2025-01-02 21:10:00,274.31,1.24,26.21,6.82,Safe,
2025-01-02 21:20:00,415.87,4.87,30.09,7.01,Safe,
2025-01-02 21:30:00,176.83,7.0,26.61,7.42,Safe,
2025-01-02 21:40:00,529.27,19.97,41.76,6.81,Warning,"Turbidity Warning, Temp Warning"
2025-01-02 21:50:00,313.14,15.51,44.12,6.62,Warning,"Turbidity Warning, Temp Warning"
2025-01-02 22:00:00,303.27,0.7,24.45,7.31,Safe,
2025-01-02 22:10:00,389.61,23.04,36.38,6.94,Warning,Turbidity Warning
2025-01-02 22:20:00,259.23,4.92,31.54,7.2,Safe,
2025-01-02 22:30:00,571.0577934681991,15.753997804449448,52.86488941476157,6.758968066156581,Danger,High Temp
2025-01-02 22:40:00,395.26,10.34,33.96,6.84,Safe,Turbidity Warning
2025-01-02 22:50:00,337.61,10.79,32.46,6.66,Safe,Turbidity Warning
2025-01-02 23:00:00,676.88,12.32,43.69,6.91,Warning,"TDS Warning, Turbidity Warning, Temp Warning"
2025-01-02 23:10:00,242.09,10.38,26.02,7.08,Safe,Turbidity Warning
2025-01-02 23:20:00,524.13,9.11,40.73,7.12,Safe,Temp Warning
2025-01-02 23:30:00,504.09,9.82,35.61,7.33,Safe,
2025-01-02 23:40:00,386.09,8.3,36.98,7.15,Safe,
2025-01-02 23:50:00,538.53,16.79,37.02,6.85,Warning,Turbidity Warning
2025-01-03 00:00:00,519.41,13.34,37.59,7.08,Safe,Turbidity Warning
2025-01-03 00:10:00,557.15,34.29,26.97,8.2,Danger,High Turbidity
2025-01-03 00:20:00,367.86,9.68,38.27,6.91,Safe,
2025-01-03 00:30:00,597.44,4.98,43.61,7.11,Warning,Temp Warning
2025-01-03 00:40:00,384.52,12.99,26.13,6.87,Safe,Turbidity Warning
2025-01-03 00:50:00,545.52,1.13,35.26,7.69,Safe,
2025-01-03 01:00:00,238.76,1.75,17.75,6.74,Safe,
2025-01-03 01:10:00,416.95,9.77,35.83,6.97,Safe,
2025-01-03 01:20:00,469.49,5.82,34.31,7.15,Safe,
2025-01-03 01:30:00,266.76,8.94,31.22,6.72,Safe,
2025-01-03 01:40:00,696.89,11.24,42.46,6.47,Warning,"TDS Warning, Turbidity Warning, Temp Warning"
2025-01-03 01:50:00,571.62,12.02,27.03,4.7,Danger,Abnormal pH
2025-01-03 02:00:00,615.88,11.82,39.97,7.48,Safe,"TDS Warning, Turbidity Warning"
2025-01-03 02:10:00,600.22,9.27,42.41,7.11,Warning,"TDS Warning, Temp Warning"
2025-01-03 02:20:00,338.2,0.0,29.96,7.76,Safe,
2025-01-03 02:30:00,316.07,3.96,25.3,7.39,Safe,
2025-01-03 02:40:00,328.98,16.11,30.38,7.22,Warning,Turbidity Warning
2025-01-03 02:50:00,401.73,11.49,34.62,6.91,Safe,Turbidity Warning
2025-01-03 03:00:00,515.51,10.06,35.71,7.31,Safe,Turbidity Warning
2025-01-03 03:10:00,484.94,11.58,30.44,6.92,Safe,Turbidity Warning
2025-01-03 03:20:00,590.45,9.03,34.17,6.94,Safe,
2025-01-03 03:30:00,1100.0,15.26,39.95,8.72,Danger,High TDS
2025-01-03 03:40:00,595.2,0.18,27.41,7.55,Safe,
2025-01-03 03:50:00,399.77,11.37,31.35,7.1,Safe,Turbidity Warning
2025-01-03 04:00:00,625.77,14.96,40.91,6.99,Safe,"TDS Warning, Turbidity Warning, Temp Warning"
2025-01-03 04:10:00,560.58,7.01,35.57,7.22,Safe,
2025-01-03 04:20:00,249.43,5.16,34.5,7.19,Safe,
2025-01-03 04:30:00,186.47,4.34,22.77,7.34,Safe,
2025-01-03 04:40:00,455.73,9.59,36.31,6.77,Safe,
2025-01-03 04:50:00,377.16,5.46,35.38,7.26,Safe,
2025-01-03 05:00:00,420.24,15.44,34.37,7.09,Warning,Turbidity Warning
2025-01-03 05:10:00,776.07,35.0,28.3,5.98,Danger,High Turbidity
2025-01-03 05:20:00,508.75,12.99,47.67,6.74,Warning,"Turbidity Warning, Temp Warning"
2025-01-03 05:30:00,477.72,5.5,30.52,6.99,Safe,
2025-01-03 05:40:00,764.83,13.89,39.8,6.87,Safe,"TDS Warning, Turbidity Warning"
2025-01-03 05:50:00,441.93,12.93,31.76,6.98,Safe,Turbidity Warning
2025-01-03 06:00:00,230.54,7.14,24.49,7.24,Safe,
2025-01-03 06:10:00,620.46,12.91,42.67,7.26,Warning,"TDS Warning, Turbidity Warning, Temp Warning"
2025-01-03 06:20:00,535.42,10.52,41.46,7.08,Safe,"Turbidity Warning, Temp Warning"
2025-01-03 06:30:00,328.13,10.12,26.1,6.75,Safe,Turbidity Warning
2025-01-03 06:40:00,461.76,8.31,37.48,6.99,Safe,
2025-01-03 06:50:00,668.7624292057095,21.20412753475781,53.84736250513907,6.320518486277399,Danger,High Temp
2025-01-03 07:00:00,510.08,11.84,31.29,6.72,Safe,Turbidity Warning
2025-01-03 07:10:00,583.76,11.96,41.34,6.92,Safe,"Turbidity Warning, Temp Warning"
2025-01-03 07:20:00,189.86,21.5,40.16,7.17,Warning,"Turbidity Warning, Temp Warning"
2025-01-03 07:30:00,304.44,11.99,36.88,7.31,Safe,Turbidity Warning
2025-01-03 07:40:00,343.21,11.45,35.13,6.99,Safe,Turbidity Warning
2025-01-03 07:50:00,407.46,11.95,33.75,7.15,Safe,Turbidity Warning
2025-01-03 08:00:00,409.31,8.27,28.74,7.26,Safe,
2025-01-03 08:10:00,455.39,15.13,37.24,6.45,Warning,Turbidity Warning
